Source	Target	Type	Id	Label	timeset	Weight
iamdmario	West Brom sacks head coach, Tony Pulis over poor performance in the league https://t.co/tHnB1FkGX4 https://t.co/e29PSZP1d2	Directed	16181			1
vickymonn	brfootball	Directed	16182			1
vickymonn	RT @brfootball: BREAKING: West Brom have sacked head coach Tony Pulis with the club 17th in the Premier League https://t.co/GX8dyYoh39	Directed	16183			1
rangersnewsfeed	rangersnewsfeed	Directed	16184			1
rangersnewsfeed	"Rangers Could Do Worse Than Tony Pulis Says Former Scottish Top Flight Striker 

Via: Inside Futbol

https://t.co/5twvzIsLkw"	Directed	16185			1
usflord	conteholic	Directed	16186			1
usflord	RT @Conteholic: Tony Pulis has been sacked by Eden Hazard. More to follow.	Directed	16187			1
fdpradio	fdpradio	Directed	16188			1
fdpradio	"#EPL Tony Pulis dejó de ser el entrenador del West Bromwich https://t.co/DTrxMPYcxT https://t.co/Ev6A1TYZjA"	Directed	16189			1
sergitusag	salorondon23	Directed	16190			1
sergitusag	RT @luisferpo: Tony Pulis no es mas técnico del West Bromwich Albion, @salorondon23 cambiará de técnico. Su posición ya era insostenible po…	Directed	16191			2
sergitusag	luisferpo	Directed	16192			1
kushinstine	mobilepunch	Directed	16194			1
kushinstine	RT @MobilePunch: West Brom sack manager, Tony Pulis https://t.co/YWR9pH6VrH	Directed	16195			1
kushinstine	premierleague	Directed	16196			1
kushinstine	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	16197			1
aidenplumpton	wba	Directed	16198			1
aidenplumpton	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	16199			2
aidenplumpton	skysportsnews	Directed	16200			1
ryan_marchh	jamescromwell1	Directed	16202			1
ryan_marchh	@JamesCromwell1 Mourinho is the rich mans Tony Pulis 🤪	Directed	16203			1
potatinator	rorysmith	Directed	16204			1
potatinator	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16205			1
serendipitysays	bbcsport	Directed	16206			1
serendipitysays	"RT @BBCSport: Tony Pulis has been sacked by West Brom. 

Latest 👉 https://t.co/km7djGph9C #wba https://t.co/KHyhUcV9BE"	Directed	16207			1
ravistato85	sachinnakrani	Directed	16208			1
ravistato85	RT @SachinNakrani: WBA sacking Tony Pulis and hiring Sam Allardyce to save them from relegation trouble would be the most Proper Football M…	Directed	16209			1
nickphillipdunn	rorysmith	Directed	16210			1
nickphillipdunn	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16211			1
sportsjonny	rorysmith	Directed	16212			1
sportsjonny	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16213			1
kylewebber44	wba	Directed	16214			1
kylewebber44	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	16215			2
kylewebber44	skysportsnews	Directed	16216			1
luiskrrero	juanbastidasc	Directed	16218			1
luiskrrero	RT @JuanBastidasC: Salomón Rondón tendrá nuevo entrenador. Tony Pulis fue despedido del West Brom. https://t.co/wcrDGFPCxH	Directed	16219			1
ekowrockson2	sunbets	Directed	16220			1
ekowrockson2	RT @SunBets: Chris Coleman finding out he took the Sunderland job a day too soon now that West Bromwich Albion have sacked Tony Pulis. http…	Directed	16221			1
danieltatham1	mrdanwalker	Directed	16222			1
danieltatham1	RT @mrdanwalker: Tony Pulis can now have a few months off before turning up to save someone from relegation in January / February.	Directed	16223			1
mr_idontry	premierleague	Directed	16224			1
mr_idontry	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	16225			1
jordavfc	paddypower	Directed	16226			1
jordavfc	RT @paddypower: West Brom sack Tony Pulis. He leaves the club with a win ratio of 31% and two thousand pounds' worth of clothing from the c…	Directed	16227			1
moonbeammcfc	jonnysmiffy	Directed	16228			1
moonbeammcfc	"RT @jonnysmiffy: Pep Guardiola: ""A big hug for Tony [Pulis]. I'm a little disappointed, he's an amazing man. We always drink a good, red wi…"	Directed	16229			1
kyrank99	rorysmith	Directed	16230			1
kyrank99	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16231			1
kyrank99	wba	Directed	16232			1
kyrank99	"RT @WBA: Club statement on Head Coach Tony Pulis...

#WBA 

https://t.co/Br6CXyHUA0"	Directed	16233			1
kev_bankrob	premierleague	Directed	16234			1
kev_bankrob	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	16235			1
lewisthorpe2	rorysmith	Directed	16236			1
lewisthorpe2	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16237			1
tobyedwards9	rorysmith	Directed	16238			1
tobyedwards9	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16239			1
dr3637	johncrossmirror	Directed	16240			1
dr3637	RT @johncrossmirror: West Brom sack Tony Pulis - and then probably need to hire Tony Pulis to get them out of the relegation trouble he’s l…	Directed	16241			1
zawddy	wba	Directed	16242			1
zawddy	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16243			2
zawddy	garylineker	Directed	16244			1
twosheeep1	twosheeep1	Directed	16246			1
twosheeep1	Premier League: West Brom fires coach Tony Pulis -  https://t.co/RroYZSHvxu https://t.co/l4sVPouYjU	Directed	16247			1
theludlowwolf	wba	Directed	16248			1
theludlowwolf	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16249			2
theludlowwolf	garylineker	Directed	16250			1
fantasyfootymag	fantasyfootymag	Directed	16252			1
fantasyfootymag	Tony Pulis ladies and gentlemen #WBA #CPFC #SCFC https://t.co/JhlL2pr4sS	Directed	16253			1
harryboteler24	rorysmith	Directed	16254			1
harryboteler24	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16255			1
e_chef_music	e_chef_music	Directed	16256			1
e_chef_music	"BBC Sport - Tony Pulis: West Brom sack head coach after Chelsea defeat

I would be astonished if this decision does… https://t.co/PvOzhlXHUn"	Directed	16257			1
temujinog	wba	Directed	16258			1
temujinog	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16259			2
temujinog	garylineker	Directed	16260			1
98fmsport	radiocleary	Directed	16262			1
98fmsport	RT @offtheball: Pep Guardiola is taking the sacking of Tony Pulis hard (Via @RadioCleary) https://t.co/o7p2hS7Aon	Directed	16263			2
98fmsport	offtheball	Directed	16264			1
usm87	wba	Directed	16266			1
usm87	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16267			2
usm87	garylineker	Directed	16268			1
biggingecharlie	mrdtafc	Directed	16270			1
biggingecharlie	RT @MrDtAFC: Tony Pulis has been sacked https://t.co/eztDBjzApd	Directed	16271			1
aran_huseyin1	oldbob1944	Directed	16272			1
aran_huseyin1	RT @oldbob1944: Sad to see a Hard Brexit manager like Tony Pulis go. Another foreign chairman sacks a British manager. They will probably g…	Directed	16273			1
starbouy_quarzy	wba	Directed	16274			1
starbouy_quarzy	"RT @WBA: Club statement on Head Coach Tony Pulis...

#WBA 

https://t.co/Br6CXyHUA0"	Directed	16275			1
mariapakistani	puretruthful	Directed	16276			4
mariapakistani	"RT @PureTruthful: #HaarKoHarao
#MakhdoomAminFahim
#PhotoshopMaryamNawaz
Hasan Ali
#PuppetLNGPM
#LHRBvFATA
Comilla Victorians
Charles Manson…"	Directed	16277			2
mariapakistani	"RT @PureTruthful: More
#HaarKoHarao
#MakhdoomAminFahim
#PhotoshopMaryamNawaz
Hasan Ali
#PuppetLNGPM
#LHRBvFATA
Comilla Victorians
Charles M…"	Directed	16279			2
hess_homan	scottjfield	Directed	16284			1
hess_homan	RT @scottjfield: It has been asked before but it is worth repeating. When a Tony Pulis side can no longer defend, what is the point of a To…	Directed	16285			1
hess_homan	rorysmith	Directed	16286			1
hess_homan	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16287			1
bobochubbles19	rorysmith	Directed	16288			1
bobochubbles19	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16289			1
etimanews	etimanews	Directed	16290			1
etimanews	West Brom Sack Coach, Tony Pulis https://t.co/aUJKFQBBKM	Directed	16291			1
bradh_21	paddypower	Directed	16292			1
bradh_21	"RT @paddypower: West Brom fans didn't like the football he played. 

But my God, Tony Pulis looked a million dollars in a tracksuit and box…"	Directed	16293			1
scanto4u	goaluk	Directed	16294			1
scanto4u	RT @GoalUK: BREAKING: Tony Pulis has been sacked as West Brom manager #WBAFC https://t.co/P5PE3LBpF7	Directed	16295			1
scanto4u	lolly_tweeted	Directed	16296			1
scanto4u	RT @lolly_tweeted: West Brom Sack Tony Pulis As Manager https://t.co/YfN31wjy40 https://t.co/vtO92Ez87U	Directed	16297			1
lemonanthology	wba	Directed	16298			1
lemonanthology	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	16299			2
lemonanthology	skysportsnews	Directed	16300			1
pena_cartel	pena_cartel	Directed	16302			1
pena_cartel	Tony Pulis won 2 of his last 21 games and is a career 'survival' manager who plays some of the most awful, backwate… https://t.co/EY9oO90EeQ	Directed	16303			1
eneamone	eneamone	Directed	16304			1
eneamone	Premier League!! West Brom SACK Manager Tony Pulis After 4-0 Defeat Against Chelsea... https://t.co/azVdjIhbNJ	Directed	16305			1
robgwarren	denton_james	Directed	16306			1
robgwarren	@tommowalkerrr @Denton_james Tony Pulis shouldn't be allowed anywhere near any football club.	Directed	16307			2
robgwarren	tommowalkerrr	Directed	16308			1
nagarsaki	conteholic	Directed	16310			1
nagarsaki	RT @Conteholic: Tony Pulis has been sacked by Eden Hazard. More to follow.	Directed	16311			1
nbcsports	nbcsports	Directed	16312			1
nbcsports	West Brom announce firing of manager Tony Pulis. https://t.co/BUQF6lNY0j https://t.co/34HniSpSc2	Directed	16313			1
wooly_97	rorysmith	Directed	16314			1
wooly_97	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16315			1
shadiebrfc_	wba	Directed	16316			1
shadiebrfc_	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16317			2
shadiebrfc_	garylineker	Directed	16318			1
careerpointsolu	careerpointsolu	Directed	16320			1
careerpointsolu	"Consolidated Bank Latest Jobs in Kenya Nov 2017 - https://t.co/8XGP5QWeYm @CareerpointSolu
#SupremeJudgment
#OPPOF5… https://t.co/WphBLNWxkJ"	Directed	16321			1
rich03_	sistoney67	Directed	16322			1
rich03_	"RT @sistoney67: Pep: ""Big hug to Tony Pulis"""	Directed	16323			1
jamesbarnesgfc	wba	Directed	16324			1
jamesbarnesgfc	"RT @WBA: Club statement on Head Coach Tony Pulis...

#WBA 

https://t.co/Br6CXyHUA0"	Directed	16325			1
seanpaulkearns	rorysmith	Directed	16326			1
seanpaulkearns	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16327			1
bfootbali	wba	Directed	16328			1
bfootbali	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	16329			2
bfootbali	skysportsnews	Directed	16330			1
deelanxx	wba	Directed	16332			1
deelanxx	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16333			2
deelanxx	garylineker	Directed	16334			1
mattbranthwaite	oddsbible	Directed	16336			1
mattbranthwaite	"RT @ODDSbible: West Brom have sacked Tony Pulis

One of his best highlights was locking up Saido Berahino during the transfer window...

(🎥…"	Directed	16337			1
jonowilly	nbcs	Directed	16338			1
jonowilly	RT @MenInBlazers: Like Billy Joel (pronounced Joe-el) said, Only The Good Die Young. Tony Pulis is out at WBA and MIB SHOW IS BACK on @NBCS…	Directed	16339			2
jonowilly	meninblazers	Directed	16340			1
dimsdalejack	wba	Directed	16342			1
dimsdalejack	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16343			2
dimsdalejack	garylineker	Directed	16344			1
millaroliver	rorysmith	Directed	16346			1
millaroliver	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16347			1
44cstark	bbcsport	Directed	16348			1
44cstark	"RT @BBCSport: Tony Pulis has been sacked by West Brom. 

Latest 👉 https://t.co/km7djGph9C #wba https://t.co/KHyhUcV9BE"	Directed	16349			1
mbayem54	premierleague	Directed	16350			1
mbayem54	"RT @DailyMercato: Après 12 journées de @premierleague, 5 entraîneurs ont déjà sauté

❌ Frank De Boer (Crystal Palace)
❌ Craig Shakespeare (…"	Directed	16351			2
mbayem54	dailymercato	Directed	16352			1
george4whu	wba	Directed	16354			1
george4whu	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16355			2
george4whu	garylineker	Directed	16356			1
s_baileyitfc	mancity	Directed	16358			1
s_baileyitfc	RT @ManCity: #PEP: A big hug for Tony Pulis. It’s so difficult now. We have to accept that. Everybody knows when managers don’t have result…	Directed	16359			1
martin_obbo	premierleague	Directed	16360			1
martin_obbo	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	16361			1
jordywoodhouse1	oddsbible	Directed	16362			1
jordywoodhouse1	"RT @ODDSbible: West Brom have sacked Tony Pulis

One of his best highlights was locking up Saido Berahino during the transfer window...

(🎥…"	Directed	16363			1
upisports	upisports	Directed	16364			1
upisports	Premier League: West Brom fires coach Tony Pulis https://t.co/VK4kodIVBx	Directed	16365			1
anacdeolus	brfootball	Directed	16366			1
anacdeolus	RT @brfootball: BREAKING: West Brom have sacked head coach Tony Pulis with the club 17th in the Premier League https://t.co/GX8dyYoh39	Directed	16367			1
kamalious	wba	Directed	16368			1
kamalious	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16369			2
kamalious	garylineker	Directed	16370			1
anj_116_	azizmola	Directed	16372			1
anj_116_	@azizmola The Managerial Casualty Train list is off to a flier. First victim was Frank De Boer from Crystal Palace.… https://t.co/FgyHWDNKTR	Directed	16373			1
katrina200569	azizmola	Directed	16374			1
katrina200569	RT @anj_116_: @azizmola The Managerial Casualty Train list is off to a flier. First victim was Frank De Boer from Crystal Palace. Then came…	Directed	16375			2
anj_116_	anj_116_	Directed	16376			1
anj_116_	Tony Pulis gone	Directed	16377			1
katrina200569	anj_116_	Directed	16378			1
geniussmourinho	geniussmourinho	Directed	16380			1
geniussmourinho	West Bromwich Albion Pecat Tony Pulis https://t.co/kYzCH91BZF	Directed	16381			1
mostapi	transferrelated	Directed	16382			1
mostapi	RT @TransferRelated: BREAKING: Tony Pulis sacked by West Brom. https://t.co/bOJo1RGTNb	Directed	16383			1
ayecomeon	wba	Directed	16384			1
ayecomeon	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16385			2
ayecomeon	garylineker	Directed	16386			1
darealmorgz	wba	Directed	16388			1
darealmorgz	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16389			2
darealmorgz	garylineker	Directed	16390			1
hotshotkhan	wba	Directed	16392			1
hotshotkhan	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	16393			2
hotshotkhan	skysportsnews	Directed	16394			1
samilukebolton	wba	Directed	16396			1
samilukebolton	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16397			2
samilukebolton	garylineker	Directed	16398			1
alexbasz	clivepafc	Directed	16400			1
alexbasz	"RT @clivepafc: My Tony Pulis Theory:

I’m not a fan. 

Leaves Palace and tries to hoodwink them over loyalty payments. 

Has to pay Palace…"	Directed	16401			1
newsbott3r	newsbott3r	Directed	16402			1
newsbott3r	West Brom sack Tony Pulis as manager after owner joins fans in losing patience https://t.co/nG5JwtMaws	Directed	16403			1
lyallr	oddsbible	Directed	16404			1
lyallr	"RT @ODDSbible: West Brom have sacked Tony Pulis

One of his best highlights was locking up Saido Berahino during the transfer window...

(🎥…"	Directed	16405			1
alicidic	wba	Directed	16406			2
alicidic	"RT @WBA: Club statement on Head Coach Tony Pulis...

#WBA 

https://t.co/Br6CXyHUA0"	Directed	16407			1
alicidic	paddypower	Directed	16408			1
alicidic	"RT @paddypower: West Brom fans didn't like the football he played. 

But my God, Tony Pulis looked a million dollars in a tracksuit and box…"	Directed	16409			1
alicidic	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16411			2
alicidic	garylineker	Directed	16412			1
connor_whitelaw	davidpeat1	Directed	16414			1
connor_whitelaw	RT @DavidPeat1: The Tony Pulis starter pack. https://t.co/57WIUHuCPE	Directed	16415			1
conbaker4	oddsbible	Directed	16416			1
conbaker4	"RT @ODDSbible: West Brom have sacked Tony Pulis

One of his best highlights was locking up Saido Berahino during the transfer window...

(🎥…"	Directed	16417			1
meninist254	conteholic	Directed	16418			1
meninist254	RT @Conteholic: Tony Pulis has been sacked by Eden Hazard. More to follow.	Directed	16419			1
adel16united	premierleague	Directed	16420			1
adel16united	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	16421			1
cpfchq	stevebrookstein	Directed	16422			1
cpfchq	@FacileTalk @stevebrookstein https://t.co/jGnMJS6kex	Directed	16423			2
cpfchq	faciletalk	Directed	16424			1
euqwizzy	rorysmith	Directed	16426			1
euqwizzy	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16427			1
bellolfc1801	everton	Directed	16428			1
bellolfc1801	RT @lebigmc5times: Are @Everton big enough &amp; ambitious enough to attract Tony Pulis?	Directed	16429			2
bellolfc1801	lebigmc5times	Directed	16430			1
jackohype	wba	Directed	16432			1
jackohype	"https://t.co/tTKnCeRXhL 
This is fucked a club like @WBA should be happy to be in the prem"	Directed	16433			1
allanj64	bbc5live	Directed	16434			1
allanj64	"RT @bbc5live: ""I would have Martin O'Neill and Roy Keane”

West Brom fan Adrian Chiles on who he wants to succeed sacked Tony Pulis 

#5liv…"	Directed	16435			1
lymphiyush	panauticon	Directed	16436			1
lymphiyush	RT @panauticon: They sacked the wrong Tony Pulis.	Directed	16437			1
cyre85	paddypower	Directed	16438			1
cyre85	RT @paddypower: West Brom sack Tony Pulis. He leaves the club with a win ratio of 31% and two thousand pounds' worth of clothing from the c…	Directed	16439			1
vanbatmannana	rorysmith	Directed	16440			1
vanbatmannana	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16441			1
muligandeg	premierleague	Directed	16442			1
muligandeg	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	16443			1
aston_chapman	wba	Directed	16444			1
aston_chapman	"RT @WBA: Club statement on Head Coach Tony Pulis...

#WBA 

https://t.co/Br6CXyHUA0"	Directed	16445			1
verytallmidgit	avfcofficial	Directed	16446			1
verytallmidgit	"RT @Petar_Zjacic: Waiting on @AVFCOfficial  to do a;

“The sacking of Tony Pulis got us wondering... who was your favourite sacked manager…"	Directed	16447			2
verytallmidgit	petar_zjacic	Directed	16448			1
cormacgreene	radiocleary	Directed	16450			1
cormacgreene	RT @offtheball: Pep Guardiola is taking the sacking of Tony Pulis hard (Via @RadioCleary) https://t.co/o7p2hS7Aon	Directed	16451			2
cormacgreene	offtheball	Directed	16452			1
juan_an_only	rorysmith	Directed	16454			1
juan_an_only	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16455			1
alvinadam8996	brfootball	Directed	16456			1
alvinadam8996	RT @brfootball: BREAKING: West Brom have sacked head coach Tony Pulis with the club 17th in the Premier League https://t.co/GX8dyYoh39	Directed	16457			1
jaenil	premierleague	Directed	16458			1
jaenil	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	16459			1
elias767	conteholic	Directed	16460			1
elias767	RT @Conteholic: Tony Pulis has been sacked by Eden Hazard. More to follow.	Directed	16461			1
mr_fletch	rorysmith	Directed	16462			1
mr_fletch	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16463			1
massykaps	wba	Directed	16464			1
massykaps	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16465			2
massykaps	garylineker	Directed	16466			1
k_mcfc	premierleague	Directed	16468			1
k_mcfc	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	16469			1
euro16fr	euro16fr	Directed	16470			1
euro16fr	Axed West Brom boss Tony Pulis 'will have another job before the end of the season', claims Joey Barton https://t.co/6Qezo4O4nn	Directed	16471			1
eusy_giggs	wba	Directed	16472			1
eusy_giggs	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16473			2
eusy_giggs	garylineker	Directed	16474			1
strathearn1973	54beats44	Directed	16476			1
strathearn1973	"RT @54Beats44: McInnes to WBA

Tony Pulis to Rangers 🤔"	Directed	16477			1
jaurethickness	conteholic	Directed	16478			1
jaurethickness	RT @Conteholic: Tony Pulis has been sacked by Eden Hazard. More to follow.	Directed	16479			1
jaurethickness	wba	Directed	16480			1
jaurethickness	"RT @WBA: Club statement on Head Coach Tony Pulis...

#WBA 

https://t.co/Br6CXyHUA0"	Directed	16481			1
892cbsfm	892cbsfm	Directed	16482			1
892cbsfm	"BREAKING

Peace D. B

EXPRESS FC APPOINT SHAFICK BISASO AS WESTBROMWICH ALBION  FIRE TONY PULIS ON PHONE  AFTER... https://t.co/EdkxhLtZlS"	Directed	16483			1
cococitysc	cococitysc	Directed	16484			1
cococitysc	West Bromwich Albion Pecat Tony Pulis https://t.co/zNoEFDogvB https://t.co/a5pHSrjCVw	Directed	16485			1
stevemadeleywwa	stevemadeleywwa	Directed	16486			1
stevemadeleywwa	"At a Pep Guardiola press conference, where the Man City manager has sent Tony Pulis ""a big hug"". ""He is an amazing… https://t.co/EwkZ67E9bx"	Directed	16487			1
stevemadeleywwa	timessport	Directed	16488			2
stevemadeleywwa	My take on Pulis's sacking and the marriage of convenience that lasted almost 3 years. Via @TimesSport #WBA https://t.co/GyHEVqDYkF	Directed	16491			1
annemariebatson	stevemadeleywwa	Directed	16492			1
annemariebatson	RT @SteveMadeleyWWA: My take on Pulis's sacking and the marriage of convenience that lasted almost 3 years. Via @TimesSport #WBA https://t.…	Directed	16493			2
annemariebatson	timessport	Directed	16494			1
kechy_a	premierleague	Directed	16496			1
kechy_a	RT @OptaJoe: 0-4 - This was Tony Pulis’ joint heaviest home @premierleague defeat, matching his 4-0 defeats to Man City (October 2016) and…	Directed	16497			2
kechy_a	optajoe	Directed	16498			1
swedishneller03	wba	Directed	16500			1
swedishneller03	"RT @WBA: Club statement on Head Coach Tony Pulis...

#WBA 

https://t.co/Br6CXyHUA0"	Directed	16501			1
surungaironey	wba	Directed	16502			1
surungaironey	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	16503			2
surungaironey	skysportsnews	Directed	16504			1
baggies007	magicmxzza	Directed	16506			1
baggies007	RT @MagicMxzza: BREAKING: West Brom fans react to the news that Tony Pulis has been sacked. #wba #pulis  https://t.co/g5BMtvyANB	Directed	16507			1
slaine1111	slaine1111	Directed	16508			1
slaine1111	Blimey. Just heard. West Brom sacked Tony Pulis 💔 soccer ⚽ to my American and Canadian friends	Directed	16509			1
sean_c26	rorysmith	Directed	16510			1
sean_c26	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16511			1
tlockwood1991	rorysmith	Directed	16512			1
tlockwood1991	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16513			1
ashley_sandra	paddypower	Directed	16514			1
ashley_sandra	RT @paddypower: West Brom sack Tony Pulis. He leaves the club with a win ratio of 31% and two thousand pounds' worth of clothing from the c…	Directed	16515			1
themrbsshow	mbretosespn	Directed	16516			1
themrbsshow	"@mbretosESPN 
Thoughts on @WBA sacking Pulis? 
A. What are they doing?
B. Who do you hire who does a better job of… https://t.co/CgcF9ogwqZ"	Directed	16517			2
themrbsshow	wba	Directed	16518			1
boysinbluepods	premierleague	Directed	16520			1
boysinbluepods	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	16521			1
hemmihemm	rorysmith	Directed	16522			1
hemmihemm	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16523			1
theumak2	wba	Directed	16524			1
theumak2	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16525			2
theumak2	garylineker	Directed	16526			1
ontv_nigeria	ontv_nigeria	Directed	16528			1
ontv_nigeria	Axed West Brom boss Tony Pulis 'will have another job before the end of the season', claims Joey…  | https://t.co/z8bhyRWtvy	Directed	16529			1
kiers__1	wba	Directed	16530			1
kiers__1	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	16531			2
kiers__1	skysportsnews	Directed	16532			1
alantobin89	rorysmith	Directed	16534			1
alantobin89	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16535			1
michaeldugher	johncrossmirror	Directed	16536			1
michaeldugher	RT @johncrossmirror: West Brom sack Tony Pulis - and then probably need to hire Tony Pulis to get them out of the relegation trouble he’s l…	Directed	16537			1
jonnyaye5	wba	Directed	16538			1
jonnyaye5	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16539			2
jonnyaye5	garylineker	Directed	16540			1
jonnyaye5	thatant_	Directed	16542			1
jonnyaye5	RT @ThatAnt_: Tony Pulis : yeah I’ve been sacked after 2 wins in 21 but what about Villa eh? They’re championship.	Directed	16543			1
muawiya_sarina	wba	Directed	16544			1
muawiya_sarina	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	16545			2
muawiya_sarina	skysportsnews	Directed	16546			1
ashdawes85	skysportsstatto	Directed	16548			1
