Id,Label,timeset,twitter_type,lat,lng,place_country,place_type,place_fullname,place_name,created_at,lang,description,email,profile_image,friends_count,followers_count,real_name,location,modularity_class,weighted indegree,weighted outdegree,Weighted Degree
@thetruth24uk,@thetruth24uk,"<[2017-11-27T22:56:19.220Z, 2017-11-27T22:57:26.144Z]>",User,,,,,,,Sat Aug 09 00:22:12 IST 2014,es,"Breaking, World, UK and Local News",,http://pbs.twimg.com/profile_images/512360064657936384/TfhSBmS__bigger.jpeg,46,19316,The Truth 24 UK,U.K.,196,0,5,5
935281155464749059,J.K. Rowling shuts down article calling Meghan Markle 'unsuitable' with 1 hashtag https://t.co/whU3agN9BG,<[2017-11-27T22:56:19.221Z]>,Tweet,,,,,,,Mon Nov 27 22:56:18 GMT 2017,en,,,,,,,,66,1,1,2
@immanuelbelove1,@immanuelbelove1,<[2017-11-27T22:56:19.221Z]>,User,,,,,,,Wed Nov 11 05:54:17 GMT 2015,en,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,22,13,Immanuel Beloved,,66,0,1,1
https://www.yahoo.com/news/j-k-rowling-shuts-down-164743071.html?.tsrc=fauxdal,https://www.yahoo.com/news/j-k-rowling-shuts-down-164743071.html?.tsrc=fauxdal,<[2017-11-27T22:56:19.221Z]>,Link,,,,,,,,,,,,,,,,66,1,0,1
935281157477928961,RT @halfadams: She said she was just going out to get some milk... https://t.co/y7cnM0eC9D,<[2017-11-27T22:56:19.585Z]>,Tweet,,,,,,,Mon Nov 27 22:56:19 GMT 2017,en,,,,,,,,35,1,1,2
@stefania94,@stefania94,<[2017-11-27T22:56:19.585Z]>,User,,,,,,,Fri Apr 24 19:06:29 IST 2009,en,"Student, dreamer, addicted to Disney. Tv-shows have killed my social life. I'm completely in love with #Captainswan. ♥️♥️♥️",,http://pbs.twimg.com/profile_images/918430385297555456/SdQbB3FQ_bigger.jpg,194,198,Stefy,Italia,35,0,5,5
935281157473800192,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:56:19.586Z]>,Tweet,,,,,,,Mon Nov 27 22:56:19 GMT 2017,en,,,,,,,,1,1,0,1
@nebularartisan,@nebularartisan,<[2017-11-27T22:56:19.586Z]>,User,,,,,,,Tue Oct 11 18:07:12 IST 2011,en,in moonlight black boys look blue,,http://pbs.twimg.com/profile_images/931285582642319360/AXaX9i1v_bigger.jpg,39,69,xloe.,i dunno probs a tree or suttin,1,0,3,3
935281156777529344,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ","<[2017-11-27T22:56:19.587Z, 2017-11-27T22:56:19.893Z]>",Tweet,,,,,,,Mon Nov 27 22:56:19 GMT 2017,en,,,,,,,,1,1,0,1
@renatoventura13,@renatoventura13,"<[2017-11-27T22:56:19.587Z, 2017-11-27T22:56:19.893Z]>",User,,,,,,,Sat Aug 12 08:58:01 IST 2017,en,,,http://pbs.twimg.com/profile_images/903476933437952000/QEeteC9D_bigger.jpg,247,30,Renato Ventura,,1,0,3,3
935281156920102912,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ","<[2017-11-27T22:56:19.587Z, 2017-11-27T22:56:19.894Z]>",Tweet,,,,,,,Mon Nov 27 22:56:19 GMT 2017,en,,,,,,,,1,1,0,1
@affetjoe,@affetjoe,"<[2017-11-27T22:56:19.587Z, 2017-11-27T22:56:19.894Z]>",User,,,,,,,Sun Nov 05 08:07:26 GMT 2017,en,"New Twitter | ""The Inlet On Olde"" North Wildwood NJ",,http://pbs.twimg.com/profile_images/927085788378038272/K35Pbeia_bigger.jpg,438,223,Affet,"Philadelphia, PA",1,0,3,3
935281157473820672,RT @TorriYatesOrr: Black girls getting ready to defend Meghan Markle from the inevitable racism. #MeghanMarkle https://t.co/ccaxvYBylY,<[2017-11-27T22:56:19.895Z]>,Tweet,,,,,,,Mon Nov 27 22:56:19 GMT 2017,en,,,,,,,,92,1,2,3
@aspiringdreamer,@aspiringdreamer,<[2017-11-27T22:56:19.895Z]>,User,,,,,,,Sun Mar 15 12:03:52 GMT 2009,en,Progress is impossible without change,,http://pbs.twimg.com/profile_images/422295751968841728/yWfZRKMp_bigger.jpeg,2026,593,🐼,,92,0,3,3
http://pbs.twimg.com/tweet_video_thumb/DPo5V0IVwAAbgPE.jpg,http://pbs.twimg.com/tweet_video_thumb/DPo5V0IVwAAbgPE.jpg,<[2017-11-27T22:56:19.895Z]>,Media,,,,,,,,,,,,,,,,92,2,0,2
935122940399706114,Black girls getting ready to defend Meghan Markle from the inevitable racism. #MeghanMarkle https://t.co/ccaxvYBylY,<[2017-11-27T22:56:19.895Z]>,Tweet,,,,,,,Mon Nov 27 12:27:37 GMT 2017,en,,,,,,,,92,2,2,4
@torriyatesorr,@torriyatesorr,<[2017-11-27T22:56:19.895Z]>,User,,,,,,,Sun Mar 13 06:29:24 GMT 2011,en,"I want to be the light, euphoric. host for @TheCW. actress. activist. french fry connoisseur.",,http://pbs.twimg.com/profile_images/927897037630312448/2X6NOCzC_bigger.jpg,300,1357,Torri Yates-Orr,"Nashville, TN",92,1,1,2
935281159159853057,RT @opfavestyles: Prince Harry and Meghan Markle announcing their engagement at Kensington Palace 💍 https://t.co/hFKo9IEzqM,<[2017-11-27T22:56:19.938Z]>,Tweet,,,,,,,Mon Nov 27 22:56:19 GMT 2017,en,,,,,,,,101,1,4,5
@anndyalvareez,@anndyalvareez,"<[2017-11-27T22:56:19.938Z, 2017-11-27T22:56:38.058Z]>",User,,,,,,,Mon Nov 19 22:28:11 GMT 2012,es,| 24/06/15 | 24/08/15 |  -🌊,,http://pbs.twimg.com/profile_images/933558443855761410/Mq1I36MT_bigger.jpg,1332,1553,Andrea Alvarez,,101,0,6,6
http://pbs.twimg.com/media/DPphzjBWkAISuCB.jpg,http://pbs.twimg.com/media/DPphzjBWkAISuCB.jpg,"<[2017-11-27T22:56:19.938Z, 2017-11-27T22:56:27.193Z, 2017-11-27T22:56:37.509Z, 2017-11-27T22:56:38.058Z, 2017-11-27T22:57:03.012Z, 2017-11-27T22:57:09.763Z, 2017-11-27T22:57:17.668Z, 2017-11-27T22:57:17.669Z]>",Media,,,,,,,,,,,,,,,,101,7,0,7
http://pbs.twimg.com/media/DPph1IDW0AIrsdV.jpg,http://pbs.twimg.com/media/DPph1IDW0AIrsdV.jpg,"<[2017-11-27T22:56:19.938Z, 2017-11-27T22:56:27.193Z, 2017-11-27T22:56:37.509Z, 2017-11-27T22:56:38.058Z, 2017-11-27T22:57:03.012Z, 2017-11-27T22:57:09.763Z, 2017-11-27T22:57:17.668Z, 2017-11-27T22:57:17.669Z]>",Media,,,,,,,,,,,,,,,,101,7,0,7
http://pbs.twimg.com/media/DPph2VxXUAAhY0Q.jpg,http://pbs.twimg.com/media/DPph2VxXUAAhY0Q.jpg,"<[2017-11-27T22:56:19.938Z, 2017-11-27T22:56:27.193Z, 2017-11-27T22:56:37.509Z, 2017-11-27T22:56:38.058Z, 2017-11-27T22:57:03.012Z, 2017-11-27T22:57:09.763Z, 2017-11-27T22:57:17.668Z, 2017-11-27T22:57:17.669Z]>",Media,,,,,,,,,,,,,,,,101,7,0,7
http://pbs.twimg.com/media/DPph3kUWkAAes_S.jpg,http://pbs.twimg.com/media/DPph3kUWkAAes_S.jpg,"<[2017-11-27T22:56:19.938Z, 2017-11-27T22:56:27.193Z, 2017-11-27T22:56:37.509Z, 2017-11-27T22:56:38.058Z, 2017-11-27T22:57:03.012Z, 2017-11-27T22:57:09.763Z, 2017-11-27T22:57:17.668Z, 2017-11-27T22:57:17.669Z]>",Media,,,,,,,,,,,,,,,,101,7,0,7
935167483232780290,Prince Harry and Meghan Markle announcing their engagement at Kensington Palace 💍 https://t.co/hFKo9IEzqM,"<[2017-11-27T22:56:19.938Z, 2017-11-27T22:56:27.193Z, 2017-11-27T22:56:37.509Z, 2017-11-27T22:56:38.058Z, 2017-11-27T22:57:03.012Z, 2017-11-27T22:57:09.763Z, 2017-11-27T22:57:17.669Z]>",Tweet,,,,,,,Mon Nov 27 15:24:37 GMT 2017,en,,,,,,,,101,8,4,12
@opfavestyles,@opfavestyles,"<[2017-11-27T22:56:19.938Z, 2017-11-27T22:56:27.193Z, 2017-11-27T22:56:37.509Z, 2017-11-27T22:56:38.058Z, 2017-11-27T22:57:03.012Z, 2017-11-27T22:57:09.763Z, 2017-11-27T22:57:17.669Z]>",User,,,,,,,Fri Aug 22 20:15:14 IST 2014,it,,,http://pbs.twimg.com/profile_images/922098760364249090/1Y-jm78g_bigger.jpg,48,124445,•,,101,7,1,8
935281159226953728,RT @jessicaelgot: Brave and bold journalism here i have rung the Home Office about Meghan's visa https://t.co/tzCQBZU04d https://t.co/M8Dcx…,<[2017-11-27T22:56:20.202Z]>,Tweet,,,,,,,Mon Nov 27 22:56:19 GMT 2017,en,,,,,,,,5,1,1,2
@terrysmyth4,@terrysmyth4,<[2017-11-27T22:56:20.202Z]>,User,,,,,,,Fri Mar 21 18:51:15 GMT 2014,en,Recently graduated with PhD from  University of Essex - researched the impact on children of their fathers' experiences as Far East Prisoners of War.,,http://pbs.twimg.com/profile_images/493027131538931712/HLEtdABp_bigger.jpeg,473,191,Terry Smyth,Colchester,5,0,3,3
https://www.theguardian.com/uk-news/live/2017/nov/27/prince-harry-and-meghan-markle-engagement-live-updates#comments,https://www.theguardian.com/uk-news/live/2017/nov/27/prince-harry-and-meghan-markle-engagement-live-updates#comments,<[2017-11-27T22:56:20.202Z]>,Link,,,,,,,,,,,,,,,,5,2,0,2
935163060855148544,Brave and bold journalism here i have rung the Home Office about Meghan's visa https://t.co/tzCQBZU04d https://t.co/M8Dcx0Okhc,<[2017-11-27T22:56:20.202Z]>,Tweet,,,,,,,Mon Nov 27 15:07:02 GMT 2017,en,,,,,,,,5,2,2,4
http://pbs.twimg.com/media/DPpd0dpX4AAvV7X.jpg,http://pbs.twimg.com/media/DPpd0dpX4AAvV7X.jpg,<[2017-11-27T22:56:20.202Z]>,Media,,,,,,,,,,,,,,,,5,1,0,1
935281159893934081,"Prince Harry is engaged to Meghan Markle, Kensington Palace says https://t.co/OnGlBhlMJ2 #FoxNews",<[2017-11-27T22:56:20.203Z]>,Tweet,,,,,,,Mon Nov 27 22:56:19 GMT 2017,en,,,,,,,,119,1,2,3
@c_bergstresser,@c_bergstresser,<[2017-11-27T22:56:20.203Z]>,User,,,,,,,Mon Sep 21 19:53:47 IST 2015,en,,,http://pbs.twimg.com/profile_images/925424664318443526/VyHOY1a5_bigger.jpg,28,5,Carol Bergstresser,"Ocala, FL",119,0,1,1
"#foxnews","#foxnews","<[2017-11-27T22:56:20.203Z, 2017-11-27T22:56:24.300Z]>",Hashtag,,,,,,,,,,,,,,,,119,3,0,3
http://fxn.ws/2A8BAOq,http://fxn.ws/2A8BAOq,<[2017-11-27T22:56:20.203Z]>,Link,,,,,,,,,,,,,,,,119,1,0,1
935281159759650816,"RT @GrahamSmith_: “Windsor is a 33-year-old former soldier, having served in Helmand, Afghanistan with the Army Air Corps. He is curr… ",<[2017-11-27T22:56:20.206Z]>,Tweet,,,,,,,Mon Nov 27 22:56:19 GMT 2017,en,,,,,,,,61,1,0,1
@dwpscumbags,@dwpscumbags,<[2017-11-27T22:56:20.206Z]>,User,,,,,,,Sun Nov 16 19:39:25 GMT 2014,en,"Anti-Bullshit Anti-Hypocrisy. I Never Block.
#JC4PM  https://www.gov.uk/government/organisations/department-for-work-pensions/about/complaints-procedure",,http://pbs.twimg.com/profile_images/868548209756446721/hCp1E1Lx_bigger.jpg,5335,6505,JobCentreSUCKS,,61,0,5,5
935207357520297986,"“Windsor is a 33-year-old former soldier, having served in Helmand, Afghanistan with the Army Air Corps. He is currently unemployed but does charity work.” https://t.co/koIWRPMeAx",<[2017-11-27T22:56:20.206Z]>,Tweet,,,,,,,Mon Nov 27 18:03:04 GMT 2017,en,,,,,,,,61,2,1,3
@grahamsmith_,@grahamsmith_,<[2017-11-27T22:56:20.206Z]>,User,,,,,,,Fri Oct 16 19:49:35 IST 2009,en,"CEO, Republic. Opinions may well be my own. This isn't an official Republic Twitter account.",,http://pbs.twimg.com/profile_images/631864641501663232/_BiCTM9Z_bigger.jpg,417,1524,Graham Smith,"London, UK",61,1,3,4
https://twitter.com/joe_co_uk/status/935094599558844416,https://twitter.com/joe_co_uk/status/935094599558844416,"<[2017-11-27T22:56:20.206Z, 2017-11-27T22:57:10.999Z]>",Link,,,,,,,,,,,,,,,,61,3,0,3
935281159759630336,RT @halfadams: She said she was just going out to get some milk... https://t.co/y7cnM0eC9D,<[2017-11-27T22:56:20.405Z]>,Tweet,,,,,,,Mon Nov 27 22:56:19 GMT 2017,en,,,,,,,,35,1,1,2
@taylorspence17,@taylorspence17,<[2017-11-27T22:56:20.405Z]>,User,,,,,,,Mon Aug 20 23:05:17 IST 2012,en,Chunky but funky.,,http://pbs.twimg.com/profile_images/925476270875521024/3N2tZFmu_bigger.jpg,1228,1782,Taylor💀💋,,35,0,5,5
935281159977574401,Newly Engaged Meghan Markle Will Be Serving #BlackGirlMagic In the Royal Palace https://t.co/Oo7Ko69Dc6 https://t.co/5dZdU6Kah1,<[2017-11-27T22:56:20.406Z]>,Tweet,,,,,,,Mon Nov 27 22:56:19 GMT 2017,en,,,,,,,,78,1,3,4
@xonecole,@xonecole,<[2017-11-27T22:56:20.406Z]>,User,,,,,,,Sun Sep 23 15:49:07 IST 2007,en,"Bold women, real stories. Modern Girl's guide to living your best life | Instagram: @xonecole | http://facebook.com/xonecole",,http://pbs.twimg.com/profile_images/630627338561044480/GuS6VJTE_bigger.jpg,694,633364,xoNecole,"New York, NY",78,0,1,1
"#blackgirlmagic","#blackgirlmagic","<[2017-11-27T22:56:20.406Z, 2017-11-27T22:56:27.334Z]>",Hashtag,,,,,,,,,,,,,,,,78,2,0,2
http://xon.ec/2g69XbJ,http://xon.ec/2g69XbJ,<[2017-11-27T22:56:20.406Z]>,Link,,,,,,,,,,,,,,,,78,1,0,1
http://fb.me/1oY6BpzQs,http://fb.me/1oY6BpzQs,<[2017-11-27T22:56:20.406Z]>,Link,,,,,,,,,,,,,,,,78,1,0,1
935281160271400961,Prince Harry Is Engaged to Meghan Markle https://t.co/dGQQwrJyGZ #GAY #NEWS #LGBT,<[2017-11-27T22:56:20.407Z]>,Tweet,,,,,,,Mon Nov 27 22:56:19 GMT 2017,en,,,,,,,,119,1,4,5
@gaynews365,@gaynews365,<[2017-11-27T22:56:20.407Z]>,User,,,,,,,Fri May 09 00:13:38 IST 2014,en,All of today's GLBTI news in one spot.,,http://pbs.twimg.com/profile_images/836439370735448064/GLb4ebkz_bigger.jpg,1125,2495,Gay News 365,"Philadelphia, PA",119,0,1,1
"#gay","#gay",<[2017-11-27T22:56:20.407Z]>,Hashtag,,,,,,,,,,,,,,,,119,1,0,1
"#news","#news","<[2017-11-27T22:56:20.407Z, 2017-11-27T22:56:24.300Z, 2017-11-27T22:56:45.916Z]>",Hashtag,,,,,,,,,,,,,,,,119,5,0,5
"#lgbt","#lgbt",<[2017-11-27T22:56:20.407Z]>,Hashtag,,,,,,,,,,,,,,,,119,1,0,1
http://bit.ly/2Aemt6R,http://bit.ly/2Aemt6R,<[2017-11-27T22:56:20.407Z]>,Link,,,,,,,,,,,,,,,,119,1,0,1
935281159960977409,RT @halfadams: She said she was just going out to get some milk... https://t.co/y7cnM0eC9D,<[2017-11-27T22:56:20.409Z]>,Tweet,,,,,,,Mon Nov 27 22:56:19 GMT 2017,en,,,,,,,,35,1,1,2
@_jack__b,@_jack__b,<[2017-11-27T22:56:20.409Z]>,User,,,,,,,Sun Nov 26 23:15:18 GMT 2017,en,,,http://pbs.twimg.com/profile_images/935178472804245504/mreuf13J_bigger.jpg,30,2,Jack B,"England, United Kingdom",35,0,5,5
935281160967655424,RT @JamieAli_: Table that no confidence vote now please @jeremycorbyn https://t.co/iOFaORSs2s,<[2017-11-27T22:56:20.411Z]>,Tweet,,,,,,,Mon Nov 27 22:56:20 GMT 2017,en,,,,,,,,16,1,1,2
@jameslewislab,@jameslewislab,<[2017-11-27T22:56:20.411Z]>,User,,,,,,,Sat Dec 12 17:58:31 GMT 2009,en,"Northern, Labour activist, Councillor for Kippax and Methley ward & Deputy Leader Leeds City Council, LUFC season ticket.",,http://pbs.twimg.com/profile_images/629951600052670465/WVssC6rZ_bigger.png,4975,5104,James Lewis,Kippax,16,0,5,5
935197364037586944,Table that no confidence vote now please @jeremycorbyn https://t.co/iOFaORSs2s,<[2017-11-27T22:56:20.411Z]>,Tweet,,,United Kingdom,city,"Dewsbury, England",Dewsbury,Mon Nov 27 17:23:21 GMT 2017,en,,,,,,,,16,2,2,4
@jamieali_,@jamieali_,<[2017-11-27T22:56:20.411Z]>,User,,,,,,,Sat May 02 22:04:16 IST 2009,en,Probably drunk tweeting about Adele,,http://pbs.twimg.com/profile_images/897882623254679552/z8sP2j7t_bigger.jpg,2081,1916,Jamie Ali,Wirral/Leeds,16,1,3,4
@jeremycorbyn,@jeremycorbyn,<[2017-11-27T22:56:20.411Z]>,User,,,,,,,,,,,,,,,,16,1,0,1
935281160967589890,RT @halfadams: She said she was just going out to get some milk... https://t.co/y7cnM0eC9D,<[2017-11-27T22:56:20.412Z]>,Tweet,,,,,,,Mon Nov 27 22:56:20 GMT 2017,en,,,,,,,,35,1,1,2
@eliinlindberg,@eliinlindberg,<[2017-11-27T22:56:20.412Z]>,User,,,,,,,Mon Jul 22 19:59:50 IST 2013,sv,"Ortens katt, följ mig",,http://pbs.twimg.com/profile_images/721748537084657666/199MmQqb_bigger.jpg,96,128,Elin Lindberg,,35,0,5,5
935281161240166401,RT @halfadams: She said she was just going out to get some milk... https://t.co/y7cnM0eC9D,<[2017-11-27T22:56:20.485Z]>,Tweet,,,,,,,Mon Nov 27 22:56:20 GMT 2017,en,,,,,,,,35,1,1,2
@reneita_m,@reneita_m,<[2017-11-27T22:56:20.485Z]>,User,,,,,,,Mon Aug 03 08:36:25 IST 2009,en,🌶🌶🌶,,http://pbs.twimg.com/profile_images/934447815786315776/u9g2apzA_bigger.jpg,615,837,🌷,🇸🇬,35,0,5,5
935281161651277824,RT @Missguided: CONGRATS to Prince Harry and Meghan Markle on their engagement 👸💍❤️ Bring on the wedding! https://t.co/PXdhY71Rgd,<[2017-11-27T22:56:20.563Z]>,Tweet,,,,,,,Mon Nov 27 22:56:20 GMT 2017,en,,,,,,,,67,1,1,2
@sam_phillips91,@sam_phillips91,<[2017-11-27T22:56:20.563Z]>,User,,,,,,,Mon Feb 20 10:34:33 GMT 2012,en,🔮,,http://pbs.twimg.com/profile_images/935280599706882048/hV6U5HeO_bigger.jpg,212,128,Samantha Phillips,"Wales, United Kingdom",67,0,3,3
http://pbs.twimg.com/tweet_video_thumb/DPocVbbWsAAWzO_.jpg,http://pbs.twimg.com/tweet_video_thumb/DPocVbbWsAAWzO_.jpg,"<[2017-11-27T22:56:20.563Z, 2017-11-27T22:56:20.564Z]>",Media,,,,,,,,,,,,,,,,67,2,0,2
935091034492633088,CONGRATS to Prince Harry and Meghan Markle on their engagement 👸💍❤️ Bring on the wedding! https://t.co/PXdhY71Rgd,<[2017-11-27T22:56:20.564Z]>,Tweet,,,,,,,Mon Nov 27 10:20:50 GMT 2017,en,,,,,,,,67,2,1,3
@missguided,@missguided,<[2017-11-27T22:56:20.564Z]>,User,,,,,,,Wed Feb 18 22:30:34 GMT 2009,en,"Keep on being you, it's a really great look 💖 Use #babesofmissguided to show us your look. Got an order query? @Missguided_Help has your back.",,http://pbs.twimg.com/profile_images/887702059088318464/Ps1zGS2F_bigger.jpg,860,425710,Missguided,UK,67,1,1,2
935281159113723905,British Designer @CCastigliano May Be a Contender to Dress Meghan Markle For Her Wedding https://t.co/0aBXcEElib https://t.co/mhc8VxsEdu,<[2017-11-27T22:56:20.607Z]>,Tweet,,,,,,,Mon Nov 27 22:56:19 GMT 2017,en,,,,,,,,68,1,5,6
@glittermagazine,@glittermagazine,<[2017-11-27T22:56:20.607Z]>,User,,,,,,,Fri Jul 09 03:57:28 IST 2010,en,Celebrity + Lifestyle Mag for Millennials http://glittermagrocks.com @GlitterSelfLove #selflovecampaign,,http://pbs.twimg.com/profile_images/918348022487990273/QMJGoRG3_bigger.jpg,21753,130875,Glitter Magazine,"Los Angeles, CA",68,0,1,1
https://buff.ly/2iYsIS6,https://buff.ly/2iYsIS6,<[2017-11-27T22:56:20.607Z]>,Link,,,,,,,,,,,,,,,,68,1,0,1
http://pbs.twimg.com/media/DPrJQXFUQAAArQd.jpg,http://pbs.twimg.com/media/DPrJQXFUQAAArQd.jpg,<[2017-11-27T22:56:20.607Z]>,Media,,,,,,,,,,,,,,,,68,1,0,1
http://pbs.twimg.com/media/DPrJQagUIAAJvei.jpg,http://pbs.twimg.com/media/DPrJQagUIAAJvei.jpg,<[2017-11-27T22:56:20.607Z]>,Media,,,,,,,,,,,,,,,,68,1,0,1
http://pbs.twimg.com/media/DPrJQaNVAAAy1D2.jpg,http://pbs.twimg.com/media/DPrJQaNVAAAy1D2.jpg,<[2017-11-27T22:56:20.607Z]>,Media,,,,,,,,,,,,,,,,68,1,0,1
http://pbs.twimg.com/media/DPrJQcBUIAALj0H.jpg,http://pbs.twimg.com/media/DPrJQcBUIAALj0H.jpg,<[2017-11-27T22:56:20.607Z]>,Media,,,,,,,,,,,,,,,,68,1,0,1
935281164222377986,RT @halfadams: She said she was just going out to get some milk... https://t.co/y7cnM0eC9D,<[2017-11-27T22:56:21.225Z]>,Tweet,,,,,,,Mon Nov 27 22:56:20 GMT 2017,en,,,,,,,,35,1,1,2
@_dunlop_,@_dunlop_,<[2017-11-27T22:56:21.225Z]>,User,,,,,,,Thu Jul 12 23:19:32 IST 2012,en,,,http://pbs.twimg.com/profile_images/925351446547173376/AEw5UVwc_bigger.jpg,79,70,Liam Dunlop,,35,0,5,5
935281165195530241,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:56:21.430Z]>,Tweet,,,,,,,Mon Nov 27 22:56:21 GMT 2017,en,,,,,,,,1,1,0,1
@thompskekathryn,@thompskekathryn,<[2017-11-27T22:56:21.430Z]>,User,,,,,,,Fri Aug 09 01:10:09 IST 2013,en,The Voice! GO TEAM ADAM!,,http://pbs.twimg.com/profile_images/484495144696041472/vP1Qh5Z4_bigger.jpeg,958,672,Kathryn With a K,I'm accepted UNF! Send $$$!,1,0,3,3
935281165442875394,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:56:21.432Z]>,Tweet,,,,,,,Mon Nov 27 22:56:21 GMT 2017,en,,,,,,,,1,1,0,1
@missmichkah,@missmichkah,<[2017-11-27T22:56:21.432Z]>,User,,,,,,,Thu Mar 27 02:22:09 GMT 2014,en,"Pondering all of life's great mysteries. Was it the lady or the tiger....the lady, of course.",,http://pbs.twimg.com/profile_images/876499550684332032/JSfXdGir_bigger.jpg,1612,1611,Michka,Mid-Westeros,1,0,3,3
935281165782708229,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:56:21.463Z]>,Tweet,,,,,,,Mon Nov 27 22:56:21 GMT 2017,en,,,,,,,,1,1,0,1
@c_black,@c_black,<[2017-11-27T22:56:21.463Z]>,User,,,,,,,Fri Mar 13 16:27:36 GMT 2009,en,Christ lover. Truth Seeker. Vocalist. Communicator. Political Junkie. Smithite. ΔΣΘ. ODKMer. World Traveler. Curly Girl. Now label me but u still dont know me!,,http://pbs.twimg.com/profile_images/825464103040929792/D6OuRe3l_bigger.jpg,1158,653,CJB ✊🏽,DC area - on the VA side,1,0,3,3
935281166030200833,RT @JoyAnnReid: “Want normalcy and hope back” Twitter is about to be broken into about a billion pieces by this couple convergence. https:/…,<[2017-11-27T22:56:21.714Z]>,Tweet,,,,,,,Mon Nov 27 22:56:21 GMT 2017,en,,,,,,,,129,1,0,1
@egwenesvg,@egwenesvg,<[2017-11-27T22:56:21.714Z]>,User,,,,,,,Wed Oct 29 16:25:28 GMT 2008,en,Haikuing through life. / Waitin to see where it goes. / Enjoying the ride.,,http://pbs.twimg.com/profile_images/337188093/madmen_icon_bigger.jpg,338,54,Sara G,CO,129,0,5,5
935281166386593792,"RT @LourdesPeyret: Y LA RPMQLRRMP... DEBERÍAMOS SUBIRNOS A UN MICRO Y AYUDARLOS LOCO ESTÁN SOLOS.... OTRA VEZ,, CUANTA IMPOTENCIA ...… ",<[2017-11-27T22:56:21.716Z]>,Tweet,,,,,,,Mon Nov 27 22:56:21 GMT 2017,es,,,,,,,,92,1,0,1
@oxygen_73,@oxygen_73,<[2017-11-27T22:56:21.716Z]>,User,,,,,,,Tue Nov 24 01:39:33 GMT 2015,en,,,http://pbs.twimg.com/profile_images/930403890218131456/WMYDHZEv_bigger.jpg,404,347,Dum,,92,0,5,5
935281166202044416,"RT @malorieblackman: 3 out of 4 of the Queen's children are divorced. CofE came into being so king could divorce. Wallis Simpson was ove… ",<[2017-11-27T22:56:21.717Z]>,Tweet,,,,,,,Mon Nov 27 22:56:21 GMT 2017,en,,,,,,,,88,1,0,1
@astepaniuk1,@astepaniuk1,<[2017-11-27T22:56:21.717Z]>,User,,,,,,,Tue Jul 22 09:19:14 IST 2014,en,"..all our days pass away under your wrath;
we bring our years to an end like a sigh...
Psalm 90",,http://pbs.twimg.com/profile_images/491859615991078912/4VxToM3F_bigger.jpeg,45,11,Alex Stepaniuk,,88,0,5,5
935281166726455296,"See ""Royal romance: Prince Harry, Meghan Markle to wed next year"" on The Daily Brian https://t.co/869wDdyBMG... https://t.co/r4IcAo6LgK",<[2017-11-27T22:56:21.780Z]>,Tweet,,,,,,,Mon Nov 27 22:56:21 GMT 2017,en,,,,,,,,69,1,2,3
@brianbrownnet,@brianbrownnet,<[2017-11-27T22:56:21.780Z]>,User,,,,,,,Thu Apr 30 21:21:12 IST 2009,en,,,http://pbs.twimg.com/profile_images/237307859/Talkers3_bigger.jpg,170,4977,"Brian Brown, Ph.D.",United States of America,69,0,1,1
https://goo.gl/VHks5b,https://goo.gl/VHks5b,<[2017-11-27T22:56:21.780Z]>,Link,,,,,,,,,,,,,,,,69,1,0,1
http://fb.me/83nbFIlER,http://fb.me/83nbFIlER,<[2017-11-27T22:56:21.780Z]>,Link,,,,,,,,,,,,,,,,69,1,0,1
935281167112081409,"RT @chicagotribune: Future royal Meghan Markle was a passionate ""theater nerd"" at Northwestern University https://t.co/b76ArXJmgm https://t…",<[2017-11-27T22:56:21.864Z]>,Tweet,,,,,,,Mon Nov 27 22:56:21 GMT 2017,en,,,,,,,,70,1,1,2
@wqqn,@wqqn,<[2017-11-27T22:56:21.864Z]>,User,,,,,,,Sun Jul 27 05:00:05 IST 2008,ja,Information Hub.,,http://pbs.twimg.com/profile_images/822697009/twitterProfilePhoto_bigger.jpg,2074,2185,w : [ -Q-o-Q- ] : n,Japan,70,0,3,3
http://trib.in/2Bfqqoz,http://trib.in/2Bfqqoz,"<[2017-11-27T22:56:21.864Z, 2017-11-27T22:56:21.865Z, 2017-11-27T22:57:14.544Z, 2017-11-27T22:57:14.545Z]>",Link,,,,,,,,,,,,,,,,70,3,0,3
935280886693662720,"Future royal Meghan Markle was a passionate ""theater nerd"" at Northwestern University https://t.co/b76ArXJmgm https://t.co/aXcgR3hh6g","<[2017-11-27T22:56:21.865Z, 2017-11-27T22:57:14.545Z]>",Tweet,,,,,,,Mon Nov 27 22:55:14 GMT 2017,en,,,,,,,,70,3,3,6
